pub_year,pub_date,aid,institution,name,author_age,first_pub_year,last_pub_year,yearly_collabo,all_times_collabo,acquaintance,shared_institutions,coauth_aid,coauth_name,coauth_age,coauth_min_year,age_diff,age_bucket,age_std
2015,2015-08-25,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,2,4,existing_collab,University of Vermont,A5059471763,Suma Desu,2.0,2013.0,-14.0,younger,1016-08-25
2015,2015-01-16,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,1,new_collab,University of Vermont,A5010862346,Emily M. Cody,0.0,2015.0,-16.0,much_younger,1016-01-16
2015,2015-10-14,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,4,6,existing_collab,University of Vermont,A5078987306,Andrew J. Reagan,3.0,2012.0,-13.0,younger,1016-10-14
2015,2015-10-14,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,3,8,existing_collab,University of Vermont,A5113881318,Lewis Mitchell,33.0,1982.0,17.0,much_older,1016-10-14
2015,2015-05-09,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,7,existing_collab,University of Vermont,A5012787401,Morgan R. Frank,2.0,2013.0,-14.0,younger,1016-05-09
2015,2015-10-14,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,12,existing_collab,University of Vermont,A5060223489,Kameron Decker Harris,6.0,2009.0,-10.0,younger,1016-10-14
2015,2015-01-03,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,4,existing_collab,University of Vermont,A5112615531,Isabel M. Kloumann,5.0,2010.0,-11.0,younger,1016-01-03
2015,2015-01-07,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,1,new_collab,University of Vermont,A5074081869,Karine Megerdoomian,16.0,1999.0,0.0,same_age,1016-01-07
2015,2015-02-16,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,1,new_collab,University of Vermont,A5028539192,Matthew T. McMahon,17.0,1998.0,1.0,same_age,1016-02-16
2015,2015-05-09,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,2,3,existing_collab,University of Vermont,A5050883332,Brian F. Tivnan,17.0,1998.0,1.0,same_age,1016-05-09
2015,2015-10-29,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,1,new_collab,University of Vermont,A5002713363,Kevin Murphy,53.0,1962.0,37.0,much_older,1016-10-28
2015,2015-01-16,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,1,new_collab,University of Vermont,A5067729121,IMAGEN Consortium,-2.0,2017.0,-18.0,much_younger,1016-01-16
2015,2015-05-09,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,1,new_collab,University of Vermont,A5072341866,Hong Qi,23.0,1992.0,7.0,older,1016-05-09
2015,2015-01-05,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,1,new_collab,University of Vermont,A5033313280,James M. Shultz,31.0,1984.0,15.0,much_older,1016-01-05
2015,2015-03-05,A5040821463,University of Vermont,Peter Sheridan Dodds,16,1999,2025,1,1,new_collab,University of Vermont,A5005791313,Alyssa Cohen,20.0,1995.0,4.0,same_age,1016-03-05
2016,2016-05-21,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,1,new_collab,University of Vermont,A5030917007,Mark Ibrahim,0.0,2016.0,-17.0,much_younger,1017-05-21
2016,2016-01-29,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,11,38,existing_collab,University of Vermont,A5002034958,Christopher M. Danforth,10.0,2006.0,-7.0,same_age,1017-01-28
2016,2016-01-22,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,7,13,existing_collab,University of Vermont,A5078987306,Andrew J. Reagan,4.0,2012.0,-13.0,younger,1017-01-22
2016,2016-01-29,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,3,11,existing_collab,University of Vermont,A5113881318,Lewis Mitchell,34.0,1982.0,17.0,much_older,1017-01-28
2016,2016-07-25,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,2,2,new_collab,University of Vermont,A5050995537,Dilan Kiley,0.0,2016.0,-17.0,much_younger,1017-07-25
2016,2016-12-20,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,1,new_collab,University of Vermont,A5075017836,Thomas McAndrew,5.0,2011.0,-12.0,younger,1017-12-20
2016,2016-08-05,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,2,existing_collab,University of Vermont,A5113316116,Joshua Bongard,9.0,2007.0,-8.0,younger,1017-08-05
2016,2016-01-22,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,1,new_collab,University of Vermont,A5065579564,Paul Hines,11.0,2005.0,-6.0,same_age,1017-01-22
2016,2016-05-21,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,4,11,existing_collab,University of Vermont,A5062403203,James P. Bagrow,12.0,2004.0,-5.0,same_age,1017-05-21
2016,2016-05-21,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,7,existing_collab,University of Vermont,A5053832932,Eric M. Clark,58.0,1958.0,41.0,much_older,1017-05-21
2016,2016-04-17,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,3,existing_collab,University of Vermont,A5025928838,Chris Jones,51.0,1965.0,34.0,much_older,1017-04-17
2016,2016-11-08,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,3,11,existing_collab,University of Vermont,A5101587041,Jake Ryland Williams,5.0,2011.0,-12.0,younger,1017-11-08
2016,2016-01-22,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,1,new_collab,University of Vermont,A5102722156,Allison N. Kurti,7.0,2009.0,-10.0,younger,1017-01-22
2016,2016-01-05,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,1,new_collab,University of Vermont,A5052464553,Mitchell C. Norotsky,24.0,1992.0,7.0,older,1017-01-05
2016,2016-04-17,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,2,3,existing_collab,University of Vermont,A5010862346,Emily M. Cody,1.0,2015.0,-16.0,much_younger,1017-04-17
2016,2016-05-14,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,1,new_collab,University of Vermont,A5067925308,Jennie C. Stephens,19.0,1997.0,2.0,same_age,1017-05-14
2016,2016-07-25,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,1,1,new_collab,University of Vermont,A5070620133,Yves Dubief,19.0,1997.0,2.0,same_age,1017-07-25
2016,2016-01-22,A5040821463,University of Vermont,Peter Sheridan Dodds,17,1999,2025,2,2,new_collab,University of Vermont,A5030855474,Sharon E. Alajajian,1.0,2015.0,-16.0,much_younger,1017-01-22
2017,2017-01-16,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,4,17,existing_collab,University of Vermont,A5078987306,Andrew J. Reagan,5.0,2012.0,-13.0,younger,1018-01-16
2017,2017-01-16,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,5,43,existing_collab,University of Vermont,A5002034958,Christopher M. Danforth,11.0,2006.0,-7.0,same_age,1018-01-16
2017,2017-10-11,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,4,existing_collab,University of Vermont,A5050883332,Brian F. Tivnan,19.0,1998.0,1.0,same_age,1018-10-11
2017,2017-05-09,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,3,14,existing_collab,University of Vermont,A5101587041,Jake Ryland Williams,6.0,2011.0,-12.0,younger,1018-05-09
2017,2017-10-11,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,1,new_collab,University of Vermont,A5071151240,Andrew Reece,9.0,2008.0,-9.0,younger,1018-10-11
2017,2017-05-06,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,1,new_collab,University of Vermont,A5003630074,Katharina Lix,1.0,2016.0,-17.0,much_younger,1018-05-06
2017,2017-01-16,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,1,new_collab,University of Vermont,A5052478281,Ellen J. Langer,46.0,1971.0,28.0,much_older,1018-01-16
2017,2017-05-06,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,1,new_collab,University of Vermont,A5047121345,David Rushing Dewhurst,0.0,2017.0,-18.0,much_younger,1018-05-06
2017,2017-10-09,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,1,new_collab,University of Vermont,A5041348179,Fletcher F. Hazlehurst,0.0,2017.0,-18.0,much_younger,1018-10-09
2017,2017-05-06,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,1,new_collab,University of Vermont,A5052932345,Colin M. Van Oort,0.0,2017.0,-18.0,much_younger,1018-05-06
2017,2017-05-06,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,2,13,existing_collab,University of Vermont,A5113881318,Lewis Mitchell,35.0,1982.0,17.0,much_older,1018-05-06
2017,2017-02-22,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,3,existing_collab,University of Vermont,A5082696905,Eitan Adam Pechenick,2.0,2015.0,-16.0,much_younger,1018-02-22
2017,2017-08-25,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,3,existing_collab,University of Vermont,A5030855474,Sharon E. Alajajian,2.0,2015.0,-16.0,much_younger,1018-08-25
2017,2017-01-16,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,1,new_collab,University of Vermont,A5020061373,Stephen Alajajian,2.0,2015.0,-16.0,much_younger,1018-01-16
2017,2017-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,8,existing_collab,University of Vermont,A5012787401,Morgan R. Frank,4.0,2013.0,-14.0,younger,1018-01-19
2017,2017-08-25,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,1,new_collab,University of Vermont,A5017407756,Jacob Lahne,7.0,2010.0,-11.0,younger,1018-08-25
2017,2017-01-16,A5040821463,University of Vermont,Peter Sheridan Dodds,18,1999,2025,1,1,new_collab,University of Vermont,A5109170216,A Thesis,34.0,1983.0,16.0,much_older,1018-01-16
2018,2018-12-24,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5032839489,Tyler J. Gray,0.0,2018.0,-19.0,much_younger,1019-12-24
2018,2018-07-17,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,3,20,existing_collab,University of Vermont,A5078987306,Andrew J. Reagan,6.0,2012.0,-13.0,younger,1019-07-17
2018,2018-12-24,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,6,49,existing_collab,University of Vermont,A5002034958,Christopher M. Danforth,12.0,2006.0,-7.0,same_age,1019-12-24
2018,2018-06-14,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5047404909,Aaron J. Schwartz,12.0,2006.0,-7.0,same_age,1019-06-14
2018,2018-07-17,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5017106847,Jarlath O’Neil‐Dunne,12.0,2006.0,-7.0,same_age,1019-07-17
2018,2018-06-14,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5009887999,Taylor H. Ricketts,29.0,1989.0,10.0,older,1019-06-14
2018,2018-06-14,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5047780964,Meredith T. Niles,10.0,2008.0,-9.0,younger,1019-06-14
2018,2018-01-14,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5015837313,Benjamin Freixas Emery,0.0,2018.0,-19.0,much_younger,1019-01-14
2018,2018-01-15,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,2,existing_collab,University of Vermont,A5047121345,David Rushing Dewhurst,1.0,2017.0,-18.0,much_younger,1019-01-15
2018,2018-01-26,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5084930117,Ryan J. Gallagher,21.0,1997.0,2.0,same_age,1019-01-26
2018,2018-12-24,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,8,existing_collab,University of Vermont,A5053832932,Eric M. Clark,60.0,1958.0,41.0,much_older,1019-12-24
2018,2018-01-14,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5086144303,Ted A. James,,,,,1019-01-14
2018,2018-01-14,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,4,existing_collab,University of Vermont,A5025928838,Chris Jones,53.0,1965.0,34.0,much_older,1019-01-14
2018,2018-06-14,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5015190058,Amulya Alapati,0.0,2018.0,-19.0,much_younger,1019-06-14
2018,2018-12-24,A5040821463,University of Vermont,Peter Sheridan Dodds,19,1999,2025,1,1,new_collab,University of Vermont,A5073525862,Promise O. Ukandu,1.0,2017.0,-18.0,much_younger,1019-12-24
2019,2019-08-29,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5019567426,Sebastià V. Amengual Garí,3.0,2016.0,-17.0,much_younger,1020-08-28
2019,2019-02-21,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5037224346,W. Owen Brimijoin,17.0,2002.0,-3.0,same_age,1020-02-21
2019,2019-01-13,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5028520758,Philip W. Robinson,53.0,1966.0,33.0,much_older,1020-01-13
2019,2019-09-20,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5059048502,Joshua R. Minot,0.0,2019.0,-20.0,much_younger,1020-09-20
2019,2019-11-08,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5109561489,Michael Arnold,58.0,1961.0,38.0,much_older,1020-11-08
2019,2019-11-08,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5015816708,Thayer Alshaabi,0.0,2019.0,-20.0,much_younger,1020-11-08
2019,2019-09-20,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5067816571,Jane L. Adams,44.0,1975.0,24.0,much_older,1020-09-20
2019,2019-09-20,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,3,existing_collab,University of Vermont,A5047121345,David Rushing Dewhurst,2.0,2017.0,-18.0,much_younger,1020-09-20
2019,2019-08-29,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,2,22,existing_collab,University of Vermont,A5078987306,Andrew J. Reagan,7.0,2012.0,-13.0,younger,1020-08-28
2019,2019-11-08,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,4,53,existing_collab,University of Vermont,A5002034958,Christopher M. Danforth,13.0,2006.0,-7.0,same_age,1020-11-08
2019,2019-01-13,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,2,existing_collab,University of Vermont,A5047404909,Aaron J. Schwartz,13.0,2006.0,-7.0,same_age,1020-01-13
2019,2019-09-20,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,2,existing_collab,University of Vermont,A5017106847,Jarlath O’Neil‐Dunne,13.0,2006.0,-7.0,same_age,1020-09-20
2019,2019-08-29,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,2,existing_collab,University of Vermont,A5009887999,Taylor H. Ricketts,30.0,1989.0,10.0,older,1020-08-28
2019,2019-11-08,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,2,existing_collab,University of Vermont,A5047780964,Meredith T. Niles,11.0,2008.0,-9.0,younger,1020-11-08
2019,2019-11-08,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,2,existing_collab,University of Vermont,A5015837313,Benjamin Freixas Emery,1.0,2018.0,-19.0,much_younger,1020-11-08
2019,2019-01-13,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5049616466,Laura Jennings,10.0,2009.0,-10.0,younger,1020-01-13
2019,2019-09-20,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5086123703,Elizabeth C. Pinel,66.0,1953.0,46.0,much_older,1020-09-20
2019,2019-08-29,A5040821463,University of Vermont,Peter Sheridan Dodds,20,1999,2025,1,1,new_collab,University of Vermont,A5090040147,Lizzy Pope,10.0,2009.0,-10.0,younger,1020-08-28
2020,2020-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,1,1,new_collab,University of Vermont,A5073214741,Henry Mitchell,,,,,1021-01-19
2020,2020-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,1,1,new_collab,University of Vermont,A5033950605,J. Matthew Mahoney,35.0,1985.0,14.0,older,1021-01-19
2020,2020-02-09,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,10,63,existing_collab,University of Vermont,A5002034958,Christopher M. Danforth,14.0,2006.0,-7.0,same_age,1021-02-09
2020,2020-05-06,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,2,4,existing_collab,University of Vermont,A5015837313,Benjamin Freixas Emery,2.0,2018.0,-19.0,much_younger,1021-05-06
2020,2020-01-16,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,2,4,existing_collab,University of Vermont,A5047780964,Meredith T. Niles,12.0,2008.0,-9.0,younger,1021-01-16
2020,2020-01-20,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,1,2,existing_collab,University of Vermont,A5032839489,Tyler J. Gray,2.0,2018.0,-19.0,much_younger,1021-01-20
2020,2020-01-20,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,5,8,existing_collab,University of Vermont,A5047121345,David Rushing Dewhurst,3.0,2017.0,-18.0,much_younger,1021-01-20
2020,2020-01-21,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,5,6,existing_collab,University of Vermont,A5015816708,Thayer Alshaabi,1.0,2019.0,-20.0,much_younger,1021-01-21
2020,2020-01-21,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,1,3,existing_collab,University of Vermont,A5050995537,Dilan Kiley,4.0,2016.0,-17.0,much_younger,1021-01-21
2020,2020-10-15,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,2,2,new_collab,University of Vermont,A5102965438,Matthew Arnold,,,,,1021-10-15
2020,2020-05-06,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,4,5,existing_collab,University of Vermont,A5059048502,Joshua R. Minot,1.0,2019.0,-20.0,much_younger,1021-05-06
2020,2020-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,2,3,existing_collab,University of Vermont,A5109561489,Michael Arnold,59.0,1961.0,38.0,much_older,1021-01-19
2020,2020-10-09,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,2,3,existing_collab,University of Vermont,A5067816571,Jane L. Adams,45.0,1975.0,24.0,much_older,1021-10-09
2020,2020-02-12,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,2,24,existing_collab,University of Vermont,A5078987306,Andrew J. Reagan,8.0,2012.0,-13.0,younger,1021-02-12
2020,2020-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,1,1,new_collab,University of Vermont,A5082132467,Kelsey Linnell,3.0,2017.0,-18.0,much_younger,1021-01-19
2020,2020-01-21,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,1,2,existing_collab,University of Vermont,A5075017836,Thomas McAndrew,9.0,2011.0,-12.0,younger,1021-01-21
2020,2020-01-16,A5040821463,University of Vermont,Peter Sheridan Dodds,21,1999,2025,1,1,new_collab,University of Vermont,A5079619171,Jeanie Lim,0.0,2020.0,-21.0,much_younger,1021-01-16
2021,2021-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,11,16,existing_collab,University of Vermont,A5059048502,Joshua R. Minot,2.0,2019.0,-20.0,much_younger,1022-01-19
2021,2021-06-06,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,2,4,existing_collab,University of Vermont,A5102965438,Matthew Arnold,,,,,1022-06-06
2021,2021-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,12,18,existing_collab,University of Vermont,A5015816708,Thayer Alshaabi,2.0,2019.0,-20.0,much_younger,1022-01-19
2021,2021-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,11,14,existing_collab,University of Vermont,A5067816571,Jane L. Adams,46.0,1975.0,24.0,much_older,1022-01-19
2021,2021-06-22,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,5,29,existing_collab,University of Vermont,A5078987306,Andrew J. Reagan,9.0,2012.0,-13.0,younger,1022-06-22
2021,2021-06-06,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,21,84,existing_collab,University of Vermont,A5002034958,Christopher M. Danforth,15.0,2006.0,-7.0,same_age,1022-06-06
2021,2021-03-09,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,2,2,new_collab,University of Vermont,A5046167284,Anne Marie Stupinski,2.0,2019.0,-20.0,much_younger,1022-03-09
2021,2021-03-09,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,8,11,existing_collab,University of Vermont,A5109561489,Michael Arnold,60.0,1961.0,38.0,much_older,1022-03-09
2021,2021-01-06,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,3,3,new_collab,University of Vermont,A5069820090,Matthew Price,46.0,1975.0,24.0,much_older,1022-01-06
2021,2021-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,2,3,existing_collab,University of Vermont,A5082132467,Kelsey Linnell,4.0,2017.0,-18.0,much_younger,1022-01-19
2021,2021-01-06,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,3,existing_collab,University of Vermont,A5075017836,Thomas McAndrew,10.0,2011.0,-12.0,younger,1022-01-06
2021,2021-04-12,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,2,existing_collab,University of Vermont,A5079619171,Jeanie Lim,1.0,2020.0,-21.0,much_younger,1022-04-12
2021,2021-01-06,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,6,14,existing_collab,University of Vermont,A5047121345,David Rushing Dewhurst,4.0,2017.0,-18.0,much_younger,1022-01-06
2021,2021-01-27,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,3,3,new_collab,University of Vermont,A5039331886,Todd F. DeLuca,15.0,2006.0,-7.0,same_age,1022-01-27
2021,2021-06-07,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,3,3,new_collab,University of Vermont,A5101604835,Yuhang Zheng,24.0,1997.0,2.0,same_age,1022-06-07
2021,2021-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,3,3,new_collab,University of Vermont,A5001538666,Konstantinos Anastasakis,13.0,2008.0,-9.0,younger,1022-01-19
2021,2021-03-20,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,3,3,new_collab,University of Vermont,A5008010244,Boyoon Choi,21.0,2000.0,-1.0,same_age,1022-03-20
2021,2021-01-20,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,3,3,new_collab,University of Vermont,A5061204372,Allison Min,0.0,2021.0,-22.0,much_younger,1022-01-20
