pub_year,pub_date,aid,institution,name,author_age,first_pub_year,last_pub_year,yearly_collabo,all_times_collabo,acquaintance,shared_institutions,coauth_aid,coauth_name,coauth_age,coauth_min_year,age_diff,age_bucket,age_std
2021,2021-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,3,3,new_collab,University of Vermont,A5003423956,Michael M. Bessey,0.0,2021.0,-22.0,much_younger,1022-01-19
2021,2021-09-25,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,5,existing_collab,University of Vermont,A5015837313,Benjamin Freixas Emery,3.0,2018.0,-19.0,much_younger,1022-09-25
2021,2021-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,5,existing_collab,University of Vermont,A5047780964,Meredith T. Niles,13.0,2008.0,-9.0,younger,1022-01-19
2021,2021-09-06,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5108286740,Nicholas Cheney,9.0,2012.0,-13.0,younger,1022-09-06
2021,2021-03-08,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5059729548,Danne C. Elbers,4.0,2017.0,-18.0,much_younger,1022-03-08
2021,2021-01-06,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5015402613,Alison C. Legrand,18.0,2003.0,-4.0,same_age,1022-01-06
2021,2021-03-20,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5019365416,Zoe M. F. Brier,5.0,2016.0,-17.0,much_younger,1022-03-20
2021,2021-01-01,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5057557219,Katherine van Stolk‐Cooke,7.0,2014.0,-15.0,younger,1022-01-01
2021,2021-09-25,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5077511376,Kelly Peck,16.0,2005.0,-6.0,same_age,1022-09-25
2021,2021-03-20,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5082878426,Zachary W. Adams,14.0,2007.0,-8.0,younger,1022-03-20
2021,2021-12-23,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,12,existing_collab,University of Vermont,A5062403203,James P. Bagrow,17.0,2004.0,-5.0,same_age,1022-12-23
2021,2021-01-01,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,2,existing_collab,University of Vermont,A5084930117,Ryan J. Gallagher,24.0,1997.0,2.0,same_age,1022-01-01
2021,2021-01-01,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,9,existing_collab,University of Vermont,A5012787401,Morgan R. Frank,8.0,2013.0,-14.0,younger,1022-01-01
2021,2021-01-01,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,14,existing_collab,University of Vermont,A5113881318,Lewis Mitchell,39.0,1982.0,17.0,much_older,1022-01-01
2021,2021-12-23,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,3,existing_collab,University of Vermont,A5047404909,Aaron J. Schwartz,15.0,2006.0,-7.0,same_age,1022-12-23
2021,2021-01-20,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5027414437,Mikaela Irene Fudolig,7.0,2014.0,-15.0,younger,1022-01-20
2021,2021-06-07,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5089082846,Julia Witte Zimmerman,0.0,2021.0,-22.0,much_younger,1022-06-07
2021,2021-12-23,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5073688320,Juniper Lovato,1.0,2020.0,-21.0,much_younger,1022-12-23
2021,2021-06-07,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5050707519,Suzie Beaulieu,10.0,2011.0,-12.0,younger,1022-06-07
2021,2021-03-09,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,3,existing_collab,University of Vermont,A5001893057,Roby Muhamad,22.0,1999.0,0.0,same_age,1022-03-09
2021,2021-07-31,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5100421454,Yi Li,33.0,1988.0,11.0,older,1022-07-31
2021,2021-01-19,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5015966523,Asieh Ahani,8.0,2013.0,-14.0,younger,1022-01-19
2021,2021-01-27,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5049215328,Haimao Zhan,11.0,2010.0,-11.0,younger,1022-01-27
2021,2021-01-03,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5035181510,Kevin P. Foley,38.0,1983.0,16.0,much_older,1022-01-03
2021,2021-06-06,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5083900520,Adam Fox,,,,,1022-06-06
2021,2021-01-20,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5102849076,Ethan Davis,26.0,1995.0,4.0,same_age,1022-01-20
2021,2021-03-08,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5022175819,Wolfgang Mieder,49.0,1972.0,27.0,much_older,1022-03-08
2021,2021-05-23,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,1,1,new_collab,University of Vermont,A5016272206,Kelly Gothard,17.0,2004.0,-5.0,same_age,1022-05-23
2021,2021-01-13,A5040821463,University of Vermont,Peter Sheridan Dodds,22,1999,2025,3,3,new_collab,University of Vermont,A5036140974,Matthew Price,15.0,2006.0,-7.0,same_age,1022-01-13
2022,2022-02-09,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,4,existing_collab,University of Vermont,A5082132467,Kelsey Linnell,5.0,2017.0,-18.0,much_younger,1023-02-09
2022,2022-06-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,3,4,existing_collab,University of Vermont,A5027414437,Mikaela Irene Fudolig,8.0,2014.0,-15.0,younger,1023-06-25
2022,2022-04-28,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,2,5,existing_collab,University of Vermont,A5047404909,Aaron J. Schwartz,16.0,2006.0,-7.0,same_age,1023-04-28
2022,2022-02-09,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,2,4,existing_collab,University of Vermont,A5009887999,Taylor H. Ricketts,33.0,1989.0,10.0,older,1023-02-09
2022,2022-09-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,2,4,existing_collab,University of Vermont,A5017106847,Jarlath O’Neil‐Dunne,16.0,2006.0,-7.0,same_age,1023-09-25
2022,2022-02-09,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,8,92,existing_collab,University of Vermont,A5002034958,Christopher M. Danforth,16.0,2006.0,-7.0,same_age,1023-02-09
2022,2022-06-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,3,existing_collab,,A5058815871,Matthew Salganik,18.0,2004.0,-5.0,same_age,1023-06-25
2022,2022-03-01,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,11,existing_collab,,A5000679279,Duncan J. Watts,24.0,1998.0,1.0,same_age,1023-03-01
2022,2022-02-23,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,3,19,existing_collab,University of Vermont,A5059048502,Joshua R. Minot,3.0,2019.0,-20.0,much_younger,1023-02-23
2022,2022-09-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,2,existing_collab,University of Vermont,A5108286740,Nicholas Cheney,10.0,2012.0,-13.0,younger,1023-09-25
2022,2022-03-12,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,1,new_collab,University of Vermont,A5008021208,Marc Maier,33.0,1989.0,10.0,older,1023-03-12
2022,2022-02-09,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,2,existing_collab,University of Vermont,A5059729548,Danne C. Elbers,5.0,2017.0,-18.0,much_younger,1023-02-09
2022,2022-03-12,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,1,new_collab,University of Vermont,A5032451310,Alexander Richard,69.0,1953.0,46.0,much_older,1023-03-12
2022,2022-03-01,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,1,new_collab,University of Vermont,A5108520440,Vamsi Krishna Ithapu,13.0,2009.0,-10.0,younger,1023-03-01
2022,2022-02-09,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,3,existing_collab,University of Vermont,A5046167284,Anne Marie Stupinski,3.0,2019.0,-20.0,much_younger,1023-02-09
2022,2022-02-09,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,4,22,existing_collab,University of Vermont,A5015816708,Thayer Alshaabi,3.0,2019.0,-20.0,much_younger,1023-02-09
2022,2022-04-23,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,12,existing_collab,University of Vermont,A5109561489,Michael Arnold,61.0,1961.0,38.0,much_older,1023-04-23
2022,2022-02-09,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,2,16,existing_collab,University of Vermont,A5067816571,Jane L. Adams,47.0,1975.0,24.0,much_older,1023-02-09
2022,2022-04-23,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,2,5,existing_collab,University of Vermont,A5069820090,Matthew Price,47.0,1975.0,24.0,much_older,1023-04-23
2022,2022-09-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,2,existing_collab,University of Vermont,A5015402613,Alison C. Legrand,19.0,2003.0,-4.0,same_age,1023-09-25
2022,2022-04-28,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,2,existing_collab,University of Vermont,A5019365416,Zoe M. F. Brier,6.0,2016.0,-17.0,much_younger,1023-04-28
2022,2022-06-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,2,existing_collab,University of Vermont,A5057557219,Katherine van Stolk‐Cooke,8.0,2014.0,-15.0,younger,1023-06-25
2022,2022-02-09,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,2,existing_collab,University of Vermont,A5077511376,Kelly Peck,17.0,2005.0,-6.0,same_age,1023-02-09
2022,2022-03-01,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,2,existing_collab,University of Vermont,A5082878426,Zachary W. Adams,15.0,2007.0,-8.0,younger,1023-03-01
2022,2022-01-02,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,3,7,existing_collab,University of Vermont,A5102965438,Matthew Arnold,,,,,1023-01-02
2022,2022-09-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,15,existing_collab,University of Vermont,A5047121345,David Rushing Dewhurst,5.0,2017.0,-18.0,much_younger,1023-09-25
2022,2022-09-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,30,existing_collab,University of Vermont,A5078987306,Andrew J. Reagan,10.0,2012.0,-13.0,younger,1023-09-25
2022,2022-09-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,1,2,existing_collab,University of Vermont,A5052932345,Colin M. Van Oort,5.0,2017.0,-18.0,much_younger,1023-09-25
2022,2022-03-25,A5040821463,University of Vermont,Peter Sheridan Dodds,23,1999,2025,2,5,existing_collab,University of Vermont,A5036140974,Matthew Price,16.0,2006.0,-7.0,same_age,1023-03-25
2023,2023-04-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,7,11,existing_collab,University of Vermont,A5027414437,Mikaela Irene Fudolig,9.0,2014.0,-15.0,younger,1024-04-07
2023,2023-01-31,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,4,4,new_collab,University of Vermont,A5047203759,Laura S. P. Bloomfield,37.0,1986.0,13.0,older,1024-01-31
2023,2023-10-06,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,5,10,existing_collab,University of Vermont,A5069820090,Matthew Price,48.0,1975.0,24.0,much_older,1024-10-06
2023,2023-01-31,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,2,2,new_collab,University of Vermont,A5019875132,Yoshi M. Bird,19.0,2004.0,-5.0,same_age,1024-01-31
2023,2023-01-28,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,2,2,new_collab,University of Vermont,A5000821343,Johanna E. Hidalgo,1.0,2022.0,-23.0,much_younger,1024-01-28
2023,2023-01-03,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,4,4,new_collab,University of Vermont,A5040399099,Julia Kim,20.0,2003.0,-4.0,same_age,1024-01-03
2023,2023-09-11,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,4,4,new_collab,University of Vermont,A5092887068,Jordan Llorin,0.0,2023.0,-24.0,much_younger,1024-09-11
2023,2023-03-19,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,5,6,existing_collab,University of Vermont,A5073688320,Juniper Lovato,3.0,2020.0,-21.0,much_younger,1024-03-19
2023,2023-06-20,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,5,5,new_collab,University of Vermont,A5045202621,Ellen W. McGinnis,,,,,1024-06-20
2023,2023-09-30,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,5,5,new_collab,University of Vermont,A5006991081,Ryan S. McGinnis,68.0,1955.0,44.0,much_older,1024-09-30
2023,2023-04-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,5,9,existing_collab,University of Vermont,A5009887999,Taylor H. Ricketts,34.0,1989.0,10.0,older,1024-04-07
2023,2023-01-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,4,4,new_collab,University of Vermont,A5073011363,Kathryn Stanton,19.0,2004.0,-5.0,same_age,1024-01-07
2023,2023-09-30,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,15,107,existing_collab,University of Vermont,A5002034958,Christopher M. Danforth,17.0,2006.0,-7.0,same_age,1024-09-30
2023,2023-10-06,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5066625861,Casey Buck,3.0,2020.0,-21.0,much_younger,1024-10-06
2023,2023-01-03,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5091730117,Janine Cerutti,7.0,2016.0,-17.0,much_younger,1024-01-03
2023,2023-09-08,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5042640763,Rachel Gehman,2.0,2021.0,-22.0,much_younger,1024-09-08
2023,2023-09-01,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5073630928,Marc Hickok,3.0,2020.0,-21.0,much_younger,1024-09-01
2023,2023-01-10,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5027833322,Richard J. Norton,33.0,1990.0,9.0,older,1024-01-10
2023,2023-01-21,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5111572847,Vanessa Ramirez,35.0,1988.0,11.0,older,1024-01-21
2023,2023-01-03,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5015730232,Camille Noufi,4.0,2019.0,-20.0,much_younger,1024-01-03
2023,2023-04-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5003700236,Dejan Marković,68.0,1955.0,44.0,much_older,1024-04-07
2023,2023-07-25,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,4,23,existing_collab,University of Vermont,A5059048502,Joshua R. Minot,4.0,2019.0,-20.0,much_younger,1024-07-25
2023,2023-03-19,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,4,16,existing_collab,,A5109561489,Michael Arnold,62.0,1961.0,38.0,much_older,1024-03-19
2023,2023-01-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,4,26,existing_collab,,A5015816708,Thayer Alshaabi,4.0,2019.0,-20.0,much_younger,1024-01-07
2023,2023-01-21,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,2,18,existing_collab,,A5067816571,Jane L. Adams,48.0,1975.0,24.0,much_older,1024-01-21
2023,2023-04-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,16,existing_collab,University of Vermont,A5047121345,David Rushing Dewhurst,6.0,2017.0,-18.0,much_younger,1024-04-07
2023,2023-09-01,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,3,existing_collab,University of Vermont,A5032839489,Tyler J. Gray,5.0,2018.0,-19.0,much_younger,1024-09-01
2023,2023-03-19,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,2,11,existing_collab,University of Vermont,A5012787401,Morgan R. Frank,10.0,2013.0,-14.0,younger,1024-03-19
2023,2023-04-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,31,existing_collab,University of Vermont,A5078987306,Andrew J. Reagan,11.0,2012.0,-13.0,younger,1024-04-07
2023,2023-10-06,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5036096197,Will Thompson,,,,,1024-10-06
2023,2023-09-30,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5092527914,Alex Freidrichsen,0.0,2023.0,-24.0,much_younger,1024-09-30
2023,2023-04-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,2,4,existing_collab,University of Vermont,A5108286740,Nicholas Cheney,11.0,2012.0,-13.0,younger,1024-04-07
2023,2023-09-19,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5035623867,Philip Mueller,,,,,1024-09-19
2023,2023-09-01,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5016813671,Parisa Suchdev,0.0,2023.0,-24.0,much_younger,1024-09-01
2023,2023-01-10,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,2,2,new_collab,University of Vermont,A5054876523,Kathryn E. Cramer,,,,,1024-01-10
2023,2023-09-11,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5071117363,Morgan Weaving,3.0,2020.0,-21.0,much_younger,1024-09-11
2023,2023-09-19,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5025164505,Khandis R. Blake,23.0,2000.0,-1.0,same_age,1024-09-19
2023,2023-07-25,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5090589044,Nick Haslam,32.0,1991.0,8.0,older,1024-07-25
2023,2023-09-19,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5029372639,Cordelia Fine,37.0,1986.0,13.0,older,1024-09-19
2023,2023-10-06,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,8,existing_collab,University of Vermont,A5102965438,Matthew Arnold,,,,,1024-10-06
2023,2023-09-30,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5091049253,Shania Lunna,1.0,2022.0,-23.0,much_younger,1024-09-30
2023,2023-07-25,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5055843861,Isabel Berman,,,,,1024-07-25
2023,2023-01-31,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5065237904,Skylar Bagdon,0.0,2023.0,-24.0,much_younger,1024-01-31
2023,2023-09-19,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5009730528,Genevieve Lewis,,,,,1024-09-19
2023,2023-07-25,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5050584017,William Copeland,66.0,1957.0,42.0,much_older,1024-07-25
2023,2023-01-28,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,5,existing_collab,University of Vermont,A5082132467,Kelsey Linnell,6.0,2017.0,-18.0,much_younger,1024-01-28
2023,2023-09-01,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,4,existing_collab,University of Vermont,A5075017836,Thomas McAndrew,12.0,2011.0,-12.0,younger,1024-09-01
2023,2023-01-21,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,5,existing_collab,University of Vermont,A5017106847,Jarlath O’Neil‐Dunne,17.0,2006.0,-7.0,same_age,1024-01-21
2023,2023-04-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,3,existing_collab,University of Vermont,A5059729548,Danne C. Elbers,6.0,2017.0,-18.0,much_younger,1024-04-07
2023,2023-01-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5006946801,Jennifer La,50.0,1973.0,26.0,much_older,1024-01-07
2023,2023-01-21,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,,A5113777237,Robert Gramling,37.0,1986.0,13.0,older,1024-01-21
2023,2023-10-06,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5078664314,Mary T. Brophy,33.0,1990.0,9.0,older,1024-10-06
2023,2023-01-31,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5018592922,Nhan Do,31.0,1992.0,7.0,older,1024-01-31
2023,2023-04-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5074054089,Nathanael R. Fillmore,15.0,2008.0,-9.0,younger,1024-04-07
2023,2023-09-11,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,,A5049807926,Henry H. Wu,30.0,1993.0,6.0,same_age,1024-09-11
2023,2023-01-10,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,3,existing_collab,,A5084930117,Ryan J. Gallagher,26.0,1997.0,2.0,same_age,1024-01-10
2023,2023-09-08,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,,A5047517174,Brooke Foucault Welles,16.0,2007.0,-8.0,younger,1024-09-08
2023,2023-01-10,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,,A5021330226,Randall Harp,16.0,2007.0,-8.0,younger,1024-01-10
2023,2023-01-31,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5008021208,Marc A. Maier,34.0,1989.0,10.0,older,1024-01-31
2023,2023-10-06,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5051502882,Bradford Demarest,10.0,2013.0,-14.0,younger,1024-10-06
2023,2023-01-03,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,2,existing_collab,University of Vermont,A5089082846,Julia Witte Zimmerman,2.0,2021.0,-22.0,much_younger,1024-01-03
2023,2023-10-06,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5092160841,Denis Hudon,0.0,2023.0,-24.0,much_younger,1024-10-06
2023,2023-01-07,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5026024797,Jonathan St. Onge,5.0,2018.0,-19.0,much_younger,1024-01-07
2023,2023-09-08,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,1,1,new_collab,University of Vermont,A5078442658,Milo Z. Trujillo,3.0,2020.0,-21.0,much_younger,1024-09-08
2023,2023-04-29,A5040821463,Harvard University,Peter Sheridan Dodds,24,1999,2025,5,10,existing_collab,University of Vermont,A5036140974,Matthew Price,17.0,2006.0,-7.0,same_age,1024-04-28
